ID,Attribute,Date,Value
9279,Emission,02-Mar2019 01:00:36,6
9280,RPM,02-Mar2019 01:00:20,1131
9281,Gas Flow,02-Mar2019 01:01:00,80
9282,Pressure,02-Mar2019 01:03:16,3
9283,Moisture,02-Mar2019 01:02:32,68%
9284,Moisture,02-Mar2019 01:02:36,50%
9285,Gas Flow,02-Mar2019 01:01:04,78
9286,Gas Flow,02-Mar2019 01:01:08,61
9287,Vibration,02-Mar2019 01:00:40,86
9288,Fuel Rate,02-Mar2019 01:04:12,Data Lost
9289,Gas Flow,02-Mar2019 01:01:12,78
9290,Pressure,02-Mar2019 01:03:20,1
9291,Discharge,02-Mar2019 01:05:00,16
9292,Discharge,02-Mar2019 01:05:04,15
9293,Moisture,02-Mar2019 01:02:40,65%
9294,Temperature,02-Mar2019 00:59:21,71
9295,Discharge,02-Mar2019 01:05:08,15
9296,Moisture,02-Mar2019 01:02:44,50%
9297,RPM,02-Mar2019 01:00:24,1928
9298,Discharge,02-Mar2019 01:05:12,13
9299,Gas Flow,02-Mar2019 01:01:16,62
9300,Fuel Rate,02-Mar2019 01:04:16,27
9301,Fuel Rate,02-Mar2019 01:04:20,26
9302,Gas Flow,02-Mar2019 01:01:20,76
9303,Pressure,02-Mar2019 01:03:24,3
9304,Emission,02-Mar2019 01:00:40,6
9305,RPM,02-Mar2019 01:00:28,1908
9306,Fuel Rate,02-Mar2019 01:04:24,25
9307,Moisture,02-Mar2019 01:02:48,70%
9308,Gas Flow,02-Mar2019 01:01:24,72
9309,Temperature,02-Mar2019 00:59:25,80
9310,Temperature,02-Mar2019 00:59:29,69
9311,Discharge,02-Mar2019 01:05:16,19
9312,No2,02-Mar2019 01:00:56,Low
9313,Emission,02-Mar2019 01:00:44,5
9314,Discharge,02-Mar2019 01:05:20,17
9315,Fuel Rate,02-Mar2019 01:04:28,29
9316,Emission,02-Mar2019 01:00:48,6
9317,Fuel Rate,02-Mar2019 01:04:32,28
9318,Temperature,02-Mar2019 00:59:33,66
9319,Pressure,02-Mar2019 01:03:28,4
9320,Moisture,02-Mar2019 01:02:52,56%
9321,Fuel Rate,02-Mar2019 01:04:36,28
9322,Emission,02-Mar2019 01:00:52,10
9323,Temperature,02-Mar2019 00:59:37,57
9324,Gas Flow,02-Mar2019 01:01:28,77
9325,Pressure,02-Mar2019 01:03:32,5
9326,Fuel Rate,02-Mar2019 01:04:40,25
9327,Fuel Rate,02-Mar2019 01:04:44,30
9328,Gas Flow,02-Mar2019 01:01:32,62
9329,Pressure,02-Mar2019 01:03:36,5
9330,No2,02-Mar2019 01:01:00,Medium
9331,Gas Flow,02-Mar2019 01:01:36,77
9332,Discharge,02-Mar2019 01:05:24,14
9333,Discharge,02-Mar2019 01:05:28,17
9334,Moisture,02-Mar2019 01:02:56,68%
9335,Moisture,02-Mar2019 01:03:00,62%
9336,Gas Flow,02-Mar2019 01:01:40,60
9337,Pressure,02-Mar2019 01:03:40,5
9338,Vibration,02-Mar2019 01:00:44,87
9339,Temperature,02-Mar2019 00:59:41,68
9340,No2,02-Mar2019 01:01:04,Medium
9341,RPM,02-Mar2019 01:00:32,1356
9342,Pressure,02-Mar2019 01:03:44,5
9343,RPM,02-Mar2019 01:00:36,1073
9344,Emission,02-Mar2019 01:00:56,5
9345,Pressure,02-Mar2019 01:03:48,5
9346,Fuel Rate,02-Mar2019 01:04:48,25
9347,Pressure,02-Mar2019 01:03:52,5
9348,Vibration,02-Mar2019 01:00:48,76
9349,RPM,02-Mar2019 01:00:40,1569
9350,Vibration,02-Mar2019 01:00:52,51
9351,Fuel Rate,02-Mar2019 01:04:52,26
9352,Emission,02-Mar2019 01:01:00,5
9353,Vibration,02-Mar2019 01:00:56,80
9354,Fuel Rate,02-Mar2019 01:04:56,26
9355,Discharge,02-Mar2019 01:05:32,15
9356,Temperature,02-Mar2019 00:59:45,54
9357,Discharge,02-Mar2019 01:05:36,14
9358,No2,02-Mar2019 01:01:08,Low
9359,Fuel Rate,02-Mar2019 01:05:00,30
9360,No2,02-Mar2019 01:01:12,No Signal
9361,Emission,02-Mar2019 01:01:04,8
9362,No2,02-Mar2019 01:01:16,High
9363,RPM,02-Mar2019 01:00:44,1660
9364,Vibration,02-Mar2019 01:01:00,89
9365,Fuel Rate,02-Mar2019 01:05:04,Data Lost
9366,RPM,02-Mar2019 01:00:48,1036
9367,Gas Flow,02-Mar2019 01:01:44,71
9368,Moisture,02-Mar2019 01:03:04,63%
9369,Gas Flow,02-Mar2019 01:01:48,72
9370,Vibration,02-Mar2019 01:01:04,79
9371,Pressure,02-Mar2019 01:03:56,5
9372,RPM,02-Mar2019 01:00:52,1499
9373,Vibration,02-Mar2019 01:01:08,54
9374,Pressure,02-Mar2019 01:04:00,1
9375,Discharge,02-Mar2019 01:05:40,13
9376,Discharge,02-Mar2019 01:05:44,14
9377,Pressure,02-Mar2019 01:04:04,5
9378,RPM,02-Mar2019 01:00:56,1332
9379,No2,02-Mar2019 01:01:20,Low
9380,Vibration,02-Mar2019 01:01:12,71
9381,RPM,02-Mar2019 01:01:00,1689
9382,Gas Flow,02-Mar2019 01:01:52,67
9383,Discharge,02-Mar2019 01:05:48,13
9384,Emission,02-Mar2019 01:01:08,5
9385,Pressure,02-Mar2019 01:04:08,4
9386,Discharge,02-Mar2019 01:05:52,19
9387,Vibration,02-Mar2019 01:01:16,85
9388,Moisture,02-Mar2019 01:03:08,62%
9389,Gas Flow,02-Mar2019 01:01:56,70
9390,Fuel Rate,02-Mar2019 01:05:08,25
9391,Gas Flow,02-Mar2019 01:02:00,76
9392,Fuel Rate,02-Mar2019 01:05:12,30
9393,Emission,02-Mar2019 01:01:12,9
9394,Pressure,02-Mar2019 01:04:12,3
9395,Fuel Rate,02-Mar2019 01:05:16,27
9396,Discharge,02-Mar2019 01:05:56,14
9397,No2,02-Mar2019 01:01:24,Low
9398,No2,02-Mar2019 01:01:28,High
9399,Discharge,02-Mar2019 01:06:00,20
9400,RPM,02-Mar2019 01:01:04,1341
9401,Fuel Rate,02-Mar2019 01:05:20,27
9402,Gas Flow,02-Mar2019 01:02:04,72
9403,Discharge,02-Mar2019 01:06:04,18
9404,Fuel Rate,02-Mar2019 01:05:24,29
9405,Moisture,02-Mar2019 01:03:12,57%
9406,Vibration,02-Mar2019 01:01:20,84
9407,Vibration,02-Mar2019 01:01:24,77
9408,Discharge,02-Mar2019 01:06:08,14
9409,Gas Flow,02-Mar2019 01:02:08,64
9410,Fuel Rate,02-Mar2019 01:05:28,25
9411,RPM,02-Mar2019 01:01:08,1985
9412,Gas Flow,02-Mar2019 01:02:12,78
9413,Emission,02-Mar2019 01:01:16,10
9414,Gas Flow,02-Mar2019 01:02:16,63
9415,Vibration,02-Mar2019 01:01:28,I/O TimeOut
9416,RPM,02-Mar2019 01:01:12,1860
9417,Vibration,02-Mar2019 01:01:32,60
9418,Temperature,02-Mar2019 00:59:49,68
9419,RPM,02-Mar2019 01:01:16,1193
9420,Gas Flow,02-Mar2019 01:02:20,75
9421,No2,02-Mar2019 01:01:32,High
9422,Temperature,02-Mar2019 00:59:53,74
9423,RPM,02-Mar2019 01:01:20,1240
9424,Vibration,02-Mar2019 01:01:36,73
9425,Discharge,02-Mar2019 01:06:12,16
9426,Moisture,02-Mar2019 01:03:16,54%
9427,No2,02-Mar2019 01:01:36,Low
9428,Vibration,02-Mar2019 01:01:40,90
9429,Fuel Rate,02-Mar2019 01:05:32,28
9430,Gas Flow,02-Mar2019 01:02:24,70
9431,Pressure,02-Mar2019 01:04:16,3
9432,Gas Flow,02-Mar2019 01:02:28,74
9433,Temperature,02-Mar2019 00:59:56,54
9434,Temperature,02-Mar2019 01:00:00,65
9435,Gas Flow,02-Mar2019 01:02:32,61
9436,Emission,02-Mar2019 01:01:20,8
9437,No2,02-Mar2019 01:01:40,Medium
9438,Temperature,02-Mar2019 01:00:04,52
9439,Temperature,02-Mar2019 01:00:08,50
9440,Fuel Rate,02-Mar2019 01:05:36,29
9441,Temperature,02-Mar2019 01:00:12,69
9442,Vibration,02-Mar2019 01:01:44,59
9443,RPM,02-Mar2019 01:01:24,1134
9444,Vibration,02-Mar2019 01:01:48,61
9445,RPM,02-Mar2019 01:01:28,Data Lost
9446,Gas Flow,02-Mar2019 01:02:36,69
9447,Pressure,02-Mar2019 01:04:20,5
9448,Pressure,02-Mar2019 01:04:24,5
9449,Fuel Rate,02-Mar2019 01:05:40,28
9450,Fuel Rate,02-Mar2019 01:05:44,29
9451,Pressure,02-Mar2019 01:04:28,5
9452,RPM,02-Mar2019 01:01:32,1558
9453,Vibration,02-Mar2019 01:01:52,73
9454,Moisture,02-Mar2019 01:03:20,63%
9455,Pressure,02-Mar2019 01:04:32,1
9456,RPM,02-Mar2019 01:01:36,1469
9457,RPM,02-Mar2019 01:01:40,I/O TimeOut
9458,Gas Flow,02-Mar2019 01:02:40,80
9459,Fuel Rate,02-Mar2019 01:05:48,29
9460,Vibration,02-Mar2019 01:01:56,62
9461,Discharge,02-Mar2019 01:06:16,16
9462,Emission,02-Mar2019 01:01:24,10
9463,Vibration,02-Mar2019 01:02:00,86
9464,Fuel Rate,02-Mar2019 01:05:52,27
9465,Moisture,02-Mar2019 01:03:24,58%
9466,Gas Flow,02-Mar2019 01:02:44,72
9467,Pressure,02-Mar2019 01:04:36,4
9468,Pressure,02-Mar2019 01:04:40,5
9469,RPM,02-Mar2019 01:01:44,1940
9470,Temperature,02-Mar2019 01:00:16,80
9471,Moisture,02-Mar2019 01:03:28,65%
9472,RPM,02-Mar2019 01:01:48,1602
9473,No2,02-Mar2019 01:01:44,Medium
9474,Emission,02-Mar2019 01:01:28,6
9475,Discharge,02-Mar2019 01:06:20,10
9476,Discharge,02-Mar2019 01:06:24,10
9477,Pressure,02-Mar2019 01:04:44,2
9478,Discharge,02-Mar2019 01:06:28,13
9479,No2,02-Mar2019 01:01:48,High
9480,Gas Flow,02-Mar2019 01:02:48,74
9481,Discharge,02-Mar2019 01:06:32,14
9482,Gas Flow,02-Mar2019 01:02:52,67
9483,Pressure,02-Mar2019 01:04:48,3
9484,Temperature,02-Mar2019 01:00:20,79
9485,Vibration,02-Mar2019 01:02:04,57
9486,Moisture,02-Mar2019 01:03:32,54%
9487,Emission,02-Mar2019 01:01:32,5
9488,RPM,02-Mar2019 01:01:52,1661
9489,Vibration,02-Mar2019 01:02:08,81
9490,Fuel Rate,02-Mar2019 01:05:56,30
9491,Emission,02-Mar2019 01:01:36,9
9492,RPM,02-Mar2019 01:01:56,1690
9493,Discharge,02-Mar2019 01:06:36,14
9494,Temperature,02-Mar2019 01:00:24,59
9495,Fuel Rate,02-Mar2019 01:06:00,28
9496,Temperature,02-Mar2019 01:00:28,60
9497,Gas Flow,02-Mar2019 01:02:56,72
9498,Temperature,02-Mar2019 01:00:32,67
9499,Fuel Rate,02-Mar2019 01:06:04,27
9500,No2,02-Mar2019 01:01:52,High
9501,Temperature,02-Mar2019 01:00:36,63
9502,Moisture,02-Mar2019 01:03:36,69%
9503,Vibration,02-Mar2019 01:02:12,53
9504,No2,02-Mar2019 01:01:56,Low
9505,Fuel Rate,02-Mar2019 01:06:08,25
9506,Discharge,02-Mar2019 01:06:40,16
9507,Vibration,02-Mar2019 01:02:16,69
9508,Moisture,02-Mar2019 01:03:40,58%
9509,Moisture,02-Mar2019 01:03:44,52%
9510,Moisture,02-Mar2019 01:03:48,64%
9511,Discharge,02-Mar2019 01:06:44,17
9512,Gas Flow,02-Mar2019 01:03:00,69
9513,Fuel Rate,02-Mar2019 01:06:12,29
9514,Emission,02-Mar2019 01:01:40,5
9515,Vibration,02-Mar2019 01:02:20,50
9516,No2,02-Mar2019 01:02:00,Low
9517,Moisture,02-Mar2019 01:03:52,62%
9518,Moisture,02-Mar2019 01:03:56,58%
9519,Emission,02-Mar2019 01:01:44,7
9520,RPM,02-Mar2019 01:02:00,1887
9521,Fuel Rate,02-Mar2019 01:06:16,25
9522,Vibration,02-Mar2019 01:02:24,80
9523,Emission,02-Mar2019 01:01:48,I/O TimeOut
9524,RPM,02-Mar2019 01:02:04,1226
9525,Gas Flow,02-Mar2019 01:03:04,75
9526,Discharge,02-Mar2019 01:06:48,18
9527,Discharge,02-Mar2019 01:06:52,10
9528,Discharge,02-Mar2019 01:06:56,14
9529,RPM,02-Mar2019 01:02:08,1196
9530,Vibration,02-Mar2019 01:02:28,Data Lost
9531,Pressure,02-Mar2019 01:04:52,5
9532,No2,02-Mar2019 01:02:04,High
9533,Gas Flow,02-Mar2019 01:03:08,70
9534,No2,02-Mar2019 01:02:08,Medium
9535,Pressure,02-Mar2019 01:04:56,4
9536,Discharge,02-Mar2019 01:07:00,17
9537,Gas Flow,02-Mar2019 01:03:12,73
9538,No2,02-Mar2019 01:02:12,Low
9539,No2,02-Mar2019 01:02:16,Low
9540,Discharge,02-Mar2019 01:07:04,17
9541,Moisture,02-Mar2019 01:04:00,54%
9542,Emission,02-Mar2019 01:01:52,5
9543,Moisture,02-Mar2019 01:04:04,52%
9544,RPM,02-Mar2019 01:02:12,1725
9545,Gas Flow,02-Mar2019 01:03:16,70
9546,Pressure,02-Mar2019 01:05:00,1
9547,Pressure,02-Mar2019 01:05:04,5
9548,Gas Flow,02-Mar2019 01:03:20,75
9549,Gas Flow,02-Mar2019 01:03:24,61
9550,Fuel Rate,02-Mar2019 01:06:20,29
9551,RPM,02-Mar2019 01:02:16,1139
9552,No2,02-Mar2019 01:02:20,Medium
9553,Pressure,02-Mar2019 01:05:08,1
9554,Discharge,02-Mar2019 01:07:08,10
9555,Gas Flow,02-Mar2019 01:03:28,64
9556,Vibration,02-Mar2019 01:02:32,59
9557,Emission,02-Mar2019 01:01:56,5
9558,Discharge,02-Mar2019 01:07:12,10
9559,Pressure,02-Mar2019 01:05:12,4
9560,RPM,02-Mar2019 01:02:20,1602
9561,Fuel Rate,02-Mar2019 01:06:24,26
9562,Fuel Rate,02-Mar2019 01:06:28,29
9563,Fuel Rate,02-Mar2019 01:06:32,28
9564,Temperature,02-Mar2019 01:00:40,68
9565,Gas Flow,02-Mar2019 01:03:32,67
9566,Vibration,02-Mar2019 01:02:36,61
9567,Discharge,02-Mar2019 01:07:16,10
9568,Vibration,02-Mar2019 01:02:40,67
9569,Discharge,02-Mar2019 01:07:20,12
9570,Temperature,02-Mar2019 01:00:44,73
9571,Discharge,02-Mar2019 01:07:24,15
9572,Vibration,02-Mar2019 01:02:44,85
9573,Vibration,02-Mar2019 01:02:48,55
9574,RPM,02-Mar2019 01:02:24,1993
9575,Moisture,02-Mar2019 01:04:08,63%
9576,Temperature,02-Mar2019 01:00:48,80
9577,Emission,02-Mar2019 01:02:00,5
9578,No2,02-Mar2019 01:02:24,Low
9579,Gas Flow,02-Mar2019 01:03:36,70
9580,Emission,02-Mar2019 01:02:04,9
9581,Fuel Rate,02-Mar2019 01:06:36,28
9582,Temperature,02-Mar2019 01:00:52,80
9583,Emission,02-Mar2019 01:02:08,7
9584,Vibration,02-Mar2019 01:02:52,86
9585,Gas Flow,02-Mar2019 01:03:40,80
9586,Temperature,02-Mar2019 01:00:56,70
9587,Discharge,02-Mar2019 01:07:28,14
9588,Pressure,02-Mar2019 01:05:16,2
9589,Gas Flow,02-Mar2019 01:03:44,61
9590,Moisture,02-Mar2019 01:04:12,56%
9591,Discharge,02-Mar2019 01:07:32,No Signal
9592,RPM,02-Mar2019 01:02:28,1945
9593,No2,02-Mar2019 01:02:28,Low
9594,Vibration,02-Mar2019 01:02:56,87
9595,Temperature,02-Mar2019 01:01:00,60
9596,Pressure,02-Mar2019 01:05:20,3
9597,Temperature,02-Mar2019 01:01:04,63
9598,Fuel Rate,02-Mar2019 01:06:40,26
9599,No2,02-Mar2019 01:02:32,I/O TimeOut
9600,Emission,02-Mar2019 01:02:12,6
9601,Fuel Rate,02-Mar2019 01:06:44,29
9602,Fuel Rate,02-Mar2019 01:06:48,No Signal
9603,Pressure,02-Mar2019 01:05:24,4
9604,Emission,02-Mar2019 01:02:16,9
9605,Moisture,02-Mar2019 01:04:16,59%
9606,RPM,02-Mar2019 01:02:32,1535
9607,No2,02-Mar2019 01:02:36,Low
9608,Discharge,02-Mar2019 01:07:36,18
9609,Vibration,02-Mar2019 01:03:00,90
9610,Emission,02-Mar2019 01:02:20,8
9611,Moisture,02-Mar2019 01:04:20,64%
9612,Vibration,02-Mar2019 01:03:04,63
9613,Fuel Rate,02-Mar2019 01:06:52,30
9614,Vibration,02-Mar2019 01:03:08,59
9615,Discharge,02-Mar2019 01:07:40,11
9616,Emission,02-Mar2019 01:02:24,7
9617,Vibration,02-Mar2019 01:03:12,69
9618,RPM,02-Mar2019 01:02:36,1182
9619,RPM,02-Mar2019 01:02:40,1784
9620,Discharge,02-Mar2019 01:07:44,12
9621,Pressure,02-Mar2019 01:05:28,4
9622,Temperature,02-Mar2019 01:01:08,53
9623,Gas Flow,02-Mar2019 01:03:48,77
9624,RPM,02-Mar2019 01:02:44,1631
9625,Fuel Rate,02-Mar2019 01:06:56,28
9626,No2,02-Mar2019 01:02:40,Low
9627,No2,02-Mar2019 01:02:44,High
9628,Moisture,02-Mar2019 01:04:24,64%
9629,Temperature,02-Mar2019 01:01:12,67
9630,Fuel Rate,02-Mar2019 01:07:00,27
9631,Discharge,02-Mar2019 01:07:48,14
9632,Vibration,02-Mar2019 01:03:16,72
9633,Emission,02-Mar2019 01:02:28,10
9634,Gas Flow,02-Mar2019 01:03:52,69
9635,Temperature,02-Mar2019 01:01:16,54
9636,Vibration,02-Mar2019 01:03:20,54
9637,No2,02-Mar2019 01:02:48,High
9638,Temperature,02-Mar2019 01:01:20,57
9639,Moisture,02-Mar2019 01:04:28,52%
9640,RPM,02-Mar2019 01:02:48,1404
9641,No2,02-Mar2019 01:02:52,High
9642,Moisture,02-Mar2019 01:04:32,51%
9643,Fuel Rate,02-Mar2019 01:07:04,25
9644,Temperature,02-Mar2019 01:01:24,No Signal
9645,RPM,02-Mar2019 01:02:52,1315
9646,No2,02-Mar2019 01:02:56,Medium
9647,No2,02-Mar2019 01:03:00,Low
9648,Discharge,02-Mar2019 01:07:52,11
9649,Gas Flow,02-Mar2019 01:03:56,79
9650,Vibration,02-Mar2019 01:03:24,53
9651,Vibration,02-Mar2019 01:03:28,84
9652,Temperature,02-Mar2019 01:01:28,62
9653,Emission,02-Mar2019 01:02:32,8
9654,Moisture,02-Mar2019 01:04:36,69%
9655,RPM,02-Mar2019 01:02:56,1413
9656,Fuel Rate,02-Mar2019 01:07:08,26
9657,Fuel Rate,02-Mar2019 01:07:12,29
9658,Pressure,02-Mar2019 01:05:32,3
9659,Emission,02-Mar2019 01:02:36,7
9660,Emission,02-Mar2019 01:02:40,9
9661,No2,02-Mar2019 01:03:04,Low
9662,Gas Flow,02-Mar2019 01:04:00,80
9663,Gas Flow,02-Mar2019 01:04:04,62
9664,Temperature,02-Mar2019 01:01:32,75
9665,No2,02-Mar2019 01:03:08,High
9666,No2,02-Mar2019 01:03:12,Medium
9667,No2,02-Mar2019 01:03:16,Low
9668,Fuel Rate,02-Mar2019 01:07:16,27
9669,Emission,02-Mar2019 01:02:44,10
9670,Fuel Rate,02-Mar2019 01:07:20,28
9671,RPM,02-Mar2019 01:03:00,1339
9672,RPM,02-Mar2019 01:03:04,1197
9673,RPM,02-Mar2019 01:03:08,1263
9674,Moisture,02-Mar2019 01:04:40,54%
9675,Pressure,02-Mar2019 01:05:36,4
9676,Moisture,02-Mar2019 01:04:44,65%
9677,Gas Flow,02-Mar2019 01:04:08,66
9678,Temperature,02-Mar2019 01:01:36,71
9679,Vibration,02-Mar2019 01:03:32,64
9680,Emission,02-Mar2019 01:02:48,7
9681,No2,02-Mar2019 01:03:20,Low
9682,Emission,02-Mar2019 01:02:52,5
9683,Vibration,02-Mar2019 01:03:36,90
9684,Temperature,02-Mar2019 01:01:40,74
9685,Emission,02-Mar2019 01:02:56,9
9686,Emission,02-Mar2019 01:03:00,7
9687,RPM,02-Mar2019 01:03:12,1456
9688,Discharge,02-Mar2019 01:07:56,18
9689,Moisture,02-Mar2019 01:04:48,65%
9690,No2,02-Mar2019 01:03:24,Medium
9691,Emission,02-Mar2019 01:03:04,5
9692,Vibration,02-Mar2019 01:03:40,88
9693,Temperature,02-Mar2019 01:01:44,59
9694,Discharge,02-Mar2019 01:08:00,11
9695,Discharge,02-Mar2019 01:08:04,19
9696,Vibration,02-Mar2019 01:03:44,Data Lost
9697,Vibration,02-Mar2019 01:03:48,83
9698,Moisture,02-Mar2019 01:04:52,50%
9699,Fuel Rate,02-Mar2019 01:07:24,25
9700,Moisture,02-Mar2019 01:04:56,53%
9701,No2,02-Mar2019 01:03:28,Low
9702,Fuel Rate,02-Mar2019 01:07:28,26
9703,Vibration,02-Mar2019 01:03:52,89
9704,No2,02-Mar2019 01:03:32,High
9705,Temperature,02-Mar2019 01:01:48,58
9706,Discharge,02-Mar2019 01:08:08,18
9707,Discharge,02-Mar2019 01:08:12,14
9708,Emission,02-Mar2019 01:03:08,10
9709,Gas Flow,02-Mar2019 01:04:12,60
9710,Discharge,02-Mar2019 01:08:16,14
9711,Emission,02-Mar2019 01:03:12,9
9712,Emission,02-Mar2019 01:03:16,7
9713,Moisture,02-Mar2019 01:05:00,68%
9714,Vibration,02-Mar2019 01:03:56,55
9715,Discharge,02-Mar2019 01:08:20,15
9716,No2,02-Mar2019 01:03:36,High
9717,Gas Flow,02-Mar2019 01:04:16,76
9718,Moisture,02-Mar2019 01:05:04,50%
9719,Temperature,02-Mar2019 01:01:52,52
9720,Pressure,02-Mar2019 01:05:40,1
9721,Temperature,02-Mar2019 01:01:56,I/O TimeOut
9722,RPM,02-Mar2019 01:03:16,1255
9723,Vibration,02-Mar2019 01:04:00,62
9724,Vibration,02-Mar2019 01:04:04,66
9725,Discharge,02-Mar2019 01:08:24,18
9726,Vibration,02-Mar2019 01:04:08,88
9727,Vibration,02-Mar2019 01:04:12,68
9728,RPM,02-Mar2019 01:03:20,1805
9729,RPM,02-Mar2019 01:03:24,1654
9730,Temperature,02-Mar2019 01:02:00,77
9731,Moisture,02-Mar2019 01:05:08,69%
9732,Pressure,02-Mar2019 01:05:44,4
9733,Moisture,02-Mar2019 01:05:12,68%
9734,Discharge,02-Mar2019 01:08:28,13
9735,Vibration,02-Mar2019 01:04:16,59
9736,Discharge,02-Mar2019 01:08:32,16
9737,Emission,02-Mar2019 01:03:20,7
9738,Discharge,02-Mar2019 01:08:36,No Signal
9739,Moisture,02-Mar2019 01:05:16,67%
9740,Pressure,02-Mar2019 01:05:48,2
9741,Gas Flow,02-Mar2019 01:04:20,61
9742,No2,02-Mar2019 01:03:40,High
9743,Vibration,02-Mar2019 01:04:20,89
9744,Emission,02-Mar2019 01:03:24,5
9745,Gas Flow,02-Mar2019 01:04:24,79
9746,Pressure,02-Mar2019 01:05:52,3
9747,Discharge,02-Mar2019 01:08:40,15
9748,Gas Flow,02-Mar2019 01:04:28,71
9749,Fuel Rate,02-Mar2019 01:07:32,27
9750,Gas Flow,02-Mar2019 01:04:32,80
9751,Vibration,02-Mar2019 01:04:24,55
9752,Moisture,02-Mar2019 01:05:20,53%
9753,Discharge,02-Mar2019 01:08:44,11
9754,Pressure,02-Mar2019 01:05:56,2
9755,Temperature,02-Mar2019 01:02:04,69
9756,Moisture,02-Mar2019 01:05:24,54%
9757,Fuel Rate,02-Mar2019 01:07:36,25
9758,Gas Flow,02-Mar2019 01:04:36,73
9759,Temperature,02-Mar2019 01:02:08,50
9760,Discharge,02-Mar2019 01:08:48,14
9761,Gas Flow,02-Mar2019 01:04:40,66
9762,Temperature,02-Mar2019 01:02:12,69
9763,Emission,02-Mar2019 01:03:28,5
9764,Temperature,02-Mar2019 01:02:16,54
9765,Temperature,02-Mar2019 01:02:20,56
9766,No2,02-Mar2019 01:03:44,High
9767,Moisture,02-Mar2019 01:05:28,53%
9768,Moisture,02-Mar2019 01:05:32,51%
9769,Emission,02-Mar2019 01:03:32,5
9770,Fuel Rate,02-Mar2019 01:07:40,29
9771,Pressure,02-Mar2019 01:06:00,4
9772,No2,02-Mar2019 01:03:48,High
9773,Temperature,02-Mar2019 01:02:24,58
9774,Pressure,02-Mar2019 01:06:04,1
9775,No2,02-Mar2019 01:03:52,Medium
9776,Emission,02-Mar2019 01:03:36,5
9777,Gas Flow,02-Mar2019 01:04:44,69
9778,Temperature,02-Mar2019 01:02:28,70
9779,No2,02-Mar2019 01:03:56,Medium
9780,Moisture,02-Mar2019 01:05:36,56%
9781,Discharge,02-Mar2019 01:08:52,11
9782,Pressure,02-Mar2019 01:06:08,3
9783,Moisture,02-Mar2019 01:05:40,53%
9784,Discharge,02-Mar2019 01:08:56,16
9785,Discharge,02-Mar2019 01:09:00,15
9786,Pressure,02-Mar2019 01:06:12,1
9787,RPM,02-Mar2019 01:03:28,1486
9788,No2,02-Mar2019 01:04:00,Low
9789,RPM,02-Mar2019 01:03:32,1582
9790,No2,02-Mar2019 01:04:04,Medium
9791,No2,02-Mar2019 01:04:08,Low
9792,RPM,02-Mar2019 01:03:36,1400
9793,Temperature,02-Mar2019 01:02:32,56
9794,Moisture,02-Mar2019 01:05:44,58%
9795,Vibration,02-Mar2019 01:04:28,77
9796,Pressure,02-Mar2019 01:06:16,3
9797,Moisture,02-Mar2019 01:05:48,65%
9798,RPM,02-Mar2019 01:03:40,1184
9799,Moisture,02-Mar2019 01:05:52,64%
9800,RPM,02-Mar2019 01:03:44,1388
9801,Fuel Rate,02-Mar2019 01:07:44,27
9802,Vibration,02-Mar2019 01:04:32,I/O TimeOut
9803,Fuel Rate,02-Mar2019 01:07:48,27
9804,Discharge,02-Mar2019 01:09:04,11
9805,Temperature,02-Mar2019 01:02:36,77
9806,Emission,02-Mar2019 01:03:40,5
9807,No2,02-Mar2019 01:04:12,High
9808,Emission,02-Mar2019 01:03:44,10
9809,Vibration,02-Mar2019 01:04:36,55
9810,Fuel Rate,02-Mar2019 01:07:52,27
9811,Fuel Rate,02-Mar2019 01:07:56,29
9812,Fuel Rate,02-Mar2019 01:08:00,29
9813,Temperature,02-Mar2019 01:02:40,78
9814,Gas Flow,02-Mar2019 01:04:48,78
9815,Discharge,02-Mar2019 01:09:08,17
9816,Discharge,02-Mar2019 01:09:12,11
9817,No2,02-Mar2019 01:04:16,High
9818,No2,02-Mar2019 01:04:20,High
9819,Gas Flow,02-Mar2019 01:04:52,80
9820,Temperature,02-Mar2019 01:02:44,60
9821,Gas Flow,02-Mar2019 01:04:56,77
9822,Temperature,02-Mar2019 01:02:48,55
9823,Fuel Rate,02-Mar2019 01:08:04,25
9824,No2,02-Mar2019 01:04:24,Low
9825,Fuel Rate,02-Mar2019 01:08:08,25
9826,Pressure,02-Mar2019 01:06:20,5
9827,Fuel Rate,02-Mar2019 01:08:12,29
9828,No2,02-Mar2019 01:04:28,Medium
9829,RPM,02-Mar2019 01:03:48,1519
9830,Pressure,02-Mar2019 01:06:24,1
9831,Moisture,02-Mar2019 01:05:56,68%
9832,Temperature,02-Mar2019 01:02:52,54
9833,Moisture,02-Mar2019 01:06:00,55%
9834,RPM,02-Mar2019 01:03:52,1795
9835,Vibration,02-Mar2019 01:04:40,85
9836,Moisture,02-Mar2019 01:06:04,68%
9837,No2,02-Mar2019 01:04:32,Medium
9838,Moisture,02-Mar2019 01:06:08,61%
9839,Discharge,02-Mar2019 01:09:16,12
9840,Temperature,02-Mar2019 01:02:56,69
9841,No2,02-Mar2019 01:04:36,Low
9842,Temperature,02-Mar2019 01:03:00,51
9843,Fuel Rate,02-Mar2019 01:08:16,27
9844,Pressure,02-Mar2019 01:06:28,2
9845,No2,02-Mar2019 01:04:40,Low
9846,RPM,02-Mar2019 01:03:56,1101
9847,Discharge,02-Mar2019 01:09:20,15
